Mg       KL3     1254.39       0.49         1253.688        0.011               2d
As       L3M4    1281.56       0.79         1282.01         0.16         L3M4,5 1d
As       L3M5    1282.41       0.79         1282.01         0.16         L3M4,5 1d
Ge       L1M3    1292.0        1.8          1294.04         0.40                1d
Br       L3M1    1294.5        1.4          1293.50         0.20                1d
Mg       KM2                                1302.20         0.40         KM     1d
Mg       KM3                                1302.20         0.40         KM     1d
Mg       KM5                                1302.20         0.40         KM     1d
As       L2M4    1317.21       0.82         1316.99         0.17                1d
Se       L3M4    1378.92       0.80         1379.11         0.11         L3M4,5 1d
Se       L3M5    1379.88       0.80         1379.11         0.11         L3M4,5 1d
Kr       L3M1    1386.9        1.4                                              
As       L1M3    1390.4        1.7          1388.54         0.23         L1M2,3 1d
Se       L2M4    1419.65       0.84         1419.24         0.12                1d
Br       L3M4    1479.95       0.82         1480.46         0.13         L3M4,5 1d
Br       L3M5    1481.02       0.81         1480.46         0.13         L3M4,5 1d
Rb       L3M1    1483.6        1.4          1482.40         0.10                1d
Al       KL2     1487.12       0.47         1486.295        0.010               2d
Al       KL3     1487.53       0.47         1486.708        0.010               2d
Se       L1M3    1493.0        1.8          1490.0          2.4          L1M2,3 1d
Br       L2M4    1526.28       0.86         1525.92         0.14                1d
Al       KM3                                1557.57         0.58         KM     1d
Al       KM5                                1557.57         0.58         KM     1d
Al       KM2     1561.28       0.96         1557.57         0.58         KM     1d
Sr       L3M1    1583.3        1.4          1582.174        0.090               1d
Kr       L3M4    1584.63       0.83         1585.411        0.026        L3M4,5 3d
Kr       L3M5    1585.88       0.83         1585.411        0.026        L3M4,5 3d
Br       L1M3    1600.0        1.8          1596.3          2.7          L1M2,3 1d
Kr       L2M4    1637.05       0.87         1636.876        0.021               3d
Y        L3M1    1686.5        1.4          1685.39         0.10                1d
Rb       L3M4    1693.16       0.85         1692.57         0.10                1d
Rb       L3M5    1694.60       0.84         1694.141        0.069               1d
Kr       L1M3    1710.7        1.8          1706.8          1.7                 1d
Si       KL2     1739.67       0.47         1739.394        0.034               3d
Si       KL3     1741.16       0.47         1739.985        0.019               3d
Rb       L2M4    1752.46       0.90         1752.18         0.11                1d
Zr       L3M1    1793.2        1.4          1792.111        0.023               3d
Sr       L3M4    1805.40       0.86         1804.77         0.12                1d
Sr       L3M5    1807.10       0.85         1806.585        0.078               1d
Rb       L1M3    1826.4        1.8          1826.60         0.12                1d
Si       KM3                                1835.96         0.40         KM     1d
Si       KM5                                1835.96         0.40         KM     1d
Si       KM2     1841.79       0.72         1835.96         0.40         KM     1d
Sr       L2M4    1872.19       0.92         1871.74         0.13                1d
Nb       L3M1    1903.2        1.4          1902.27         0.13                1d
Y        L3M4    1921.07       0.88         1920.48         0.13                1d
Y        L3M5    1923.26       0.86         1922.564        0.088               1d
Sr       L1M3    1946.6        1.8          1947.20         0.14                1d
Y        L2M4    1996.20       0.93         1995.85         0.14                1d
P        KL2     2013.14       0.45         2012.70         0.48                1d
P        KL3     2014.73       0.44         2013.68         0.48                1d
Mo       L3M1    2016.7        1.4          2015.71         0.15                1d
Zr       L3M4    2040.34       0.89         2040.19         0.16                3d
Zr       L3M5    2043.11       0.87         2042.489        0.027               3d
Y        L1M3    2071.3        1.8          2072.17         0.15                1d
Zr       L2M4    2124.59       0.94         2124.394        0.028               3d
Tc       L3M1    2133.6        1.4                                              
P        KM5                                2139.1          1.1          KM     1d
P        KM3     2140.82       1.00         2139.1          1.1          KM     1d
P        KM2     2143.79       0.58         2139.1          1.1          KM     1d
Y        L2N4    2157.90       0.71                                             
Nb       L3M4    2162.80       0.90         2163.02         0.17                1d
Nb       L3M5    2166.57       0.88         2165.89         0.11                1d
Zr       L1M3    2200.4        1.8          2201.063        0.032               3d
Zr       L3N5                               2219.40         0.18         L3N4,5 1d
Ru       L3M1    2253.8        1.4          2252.79         0.18                1d
Nb       L2M4    2257.11       0.96         2257.38         0.18                1d
Mo       L3M4    2289.60       0.92         2289.875        0.050               1d
Mo       L3M5    2293.71       0.89         2293.187        0.050               1d
S        KL2     2307.01       0.45         2306.700        0.038               3d
S        KL3     2308.80       0.44         2307.885        0.034               3d
Zr       L2N4    2309.48       0.86         2302.66         0.19                1d
Nb       L1M3    2333.9        1.8          2334.80         0.20                1d
Nb       L3N5                               2367.02         0.20         L3N4,5 1d
Rh       L3M1    2370.2        1.4          2376.55         0.20                1d
Mo       L2M4    2394.52       0.97         2394.831        0.055               1d
Tc       L3M4    2420.24       0.93                                             
Tc       L3M5    2424.46       0.90         2423.99         0.21                1d
Nb       L2N4    2464.64       0.91         2461.87         0.22                1d
S        KM3     2467.53       0.72         2464.07         0.14                1d
S        KM2     2469.73       0.60                                             
Mo       L1M3    2472.1        1.8          2473.07         0.22                1d
Pd       L3M1    2504.5        1.3          2503.43         0.22                1d
Mo       L3N5    2520.74       0.38         2518.33         0.15         L3N4,5 1d
Tc       L2M4    2536.52       0.99         2536.83         0.61                1d
Ru       L3M4    2554.23       0.94         2554.330        0.055               1d
Ru       L3M5    2559.06       0.91         2558.579        0.039               1d
Tc       L1M3    2614.9        1.8                                              0d
Cl       KL2     2621.27       0.44         2620.846        0.039               3d
Cl       KL3     2623.67       0.43         2622.440        0.039               3d
Mo       L2N4    2626.55       0.92         2623.52         0.16                1d
Ag       L3M1    2634.4        1.4          2633.66         0.17                1d
Tc       L3N5    2675.49       0.76                                             
Ru       L2M4    2683.1        1.0          2683.263        0.026               1d
Rh       L3M4    2692.06       0.96         2692.078        0.078               1d
Rh       L3M5    2697.29       0.92         2696.775        0.078               1d
Ru       L1M3    2762.5        1.8          2763.39         0.27                1d
Cd       L3M1    2767.9        1.4          2767.376        0.082               1d
Tc       L2N4    2791.44       0.91                                             
Cl       KM5                                2815.60         0.28         KM     1d
Cl       KM3     2817.58       0.49         2815.60         0.28         KM     1d
Cl       KM2     2819.04       0.64         2815.60         0.28         KM     1d
Pd       L3M4    2833.74       0.98         2833.312        0.067               1d
Rh       L2M4    2834.3        1.0          2834.439        0.038               1d
Ru       L3N5    2838.40       0.82         2835.96         0.19         L3N4,5 1d
Pd       L3M5    2838.97       0.95         2838.638        0.048               1d
In       L3M1    2904.6        1.4          2904.431        0.091               1d
Rh       L1M3    2914.8        1.8          2915.72         0.20                1d
Ar       KL2     2955.89       0.43         2955.566        0.016               4d
Ar       KL3     2957.90       0.42         2957.682        0.016               4d
Ru       L2N4    2966.64       0.89         2964.52         0.21                1d
Ag       L3M4    2978.72       0.99         2978.240        0.053               1d
Ag       L3M5    2984.60       0.95         2984.340        0.032               1d
Pd       L2M4    2990.4        1.0          2990.250        0.053               1d
Rh       L3N5    3003.73       0.86         3001.27         0.22         L3N4,5 1d
Sn       L3M1    3044.7        1.4          3045.014        0.100               1d
Pd       L1M3    3071.8        1.8          3072.98         0.23                1d
Cd       L3M4    3127.5        1.0          3126.950        0.070               1d
Cd       L3M5    3134.06       0.96         3133.755        0.047               1d
Rh       L2N4    3145.21       0.87         3143.81         0.24                1d
Ag       L2M4    3151.1        1.0          3150.974        0.036               1d
Pd       L3N5    3171.93       0.84         3171.820        0.048        L3N4,5 1d
Sb       L3M1    3188.1        1.4          3188.63         0.11                1d
Ar       KM2     3191.31       0.58         3190.49         0.24         KM2,3  1d
Ar       KM3     3191.47       0.58         3190.49         0.24         KM2,3  1d
Ag       L1M3    3233.6        1.8          3234.49         0.11                1d
In       L3M4    3279.9        1.0          3279.322        0.077               1d
In       L3M5    3287.28       0.97         3286.982        0.052               1d
K        KL2     3311.97       0.44         3311.1956       0.0060              5d
K        KL3     3314.60       0.42         3313.9476       0.0050              5d
Cd       L2M4    3316.7        1.1          3316.605        0.053               1d
Pd       L2N4    3328.13       0.90         3328.74         0.26                1d
Te       L3M1    3334.8        1.4          3335.58         0.12                1d
Ag       L3N5    3347.84       0.92         3347.842        0.040        L3N4,5 1d
Cd       L1M3    3400.6        1.9          3401.48         0.12                1d
Sn       L3M4    3436.0        1.0          3437.356        0.056               1d
Sn       L3M5    3444.29       0.98         3444.011        0.042               1d
I        L3M1    3484.8        1.4          3485.06         0.13                1d
In       L2M4    3487.3        1.1          3487.244        0.058               1d
Ag       L2N4    3519.32       0.89         3519.625        0.059               1d
Cd       L3N5    3528.74       0.97         3528.159        0.059        L3N4,5 1d
In       L1M3    3572.6        1.9          3573.14         0.14                1d
K        KM3     3591.49       0.61         3589.63         0.31         KM2,3  1d
K        KM2     3591.78       0.72         3589.63         0.31         KM2,3  1d
Sb       L3M4    3595.9        1.0          3595.358        0.093               1d
K        KM5                                3602.78         0.62         KM4,5  1d
Sb       L3M5    3605.10       0.98         3604.756        0.062               1d
Xe       L3M1    3637.8        1.4          3638.008        0.059               12d
Sn       L2M4    3663.1        1.1          3662.839        0.048               1d
Ca       KL2     3687.56       0.43         3688.128        0.049               1d
Ca       KL3     3690.98       0.41         3691.719        0.049               1d
In       L3N5    3714.37       0.92         3713.847        0.049        L3N4,5 1d
Cd       L2N4    3716.67       0.85         3716.898        0.099               1d
Sn       L1M3    3749.8        1.9          3750.392        0.050               1d
Te       L3M4    3759.5        1.1          3758.79         0.15                1d
Te       L3M5    3769.73       0.99         3769.38         0.10                1d
Cs       L3M1    3794.6        1.4          3794.99         0.34                1d
Sb       L2M4    3843.9        1.1          3843.615        0.071               1d
Sn       L3N5    3905.32       0.95         3904.894        0.055        L3N4,5 1d
In       L2N4    3920.72       0.93         3920.848        0.073               1d
I        L3M4    3926.9        1.1          3926.09         0.11                1d
Sb       L1M3    3932.1        1.9          3932.73         0.17                1d
I        L3M5    3938.2        1.0          3937.70         0.11                1d
Ba       L3M1    3954.4        1.4          3954.15         0.37                1d
Ca       KM2     4014.32       0.59         4012.76         0.38         KM2,3  1d
Ca       KM3     4014.68       0.58         4012.76         0.38         KM2,3  1d
Te       L2M4    4029.9        1.1          4029.63         0.12                1d
Ca       KM5                                4032.47         0.58         KM4,5  1d
Sc       KL2     4085.43       0.44         4085.9526       0.0085              1,23d
Sc       KL3     4090.15       0.42         4090.735        0.019               23d
Xe       L3M4    4097.7        1.1          4097.378        0.030               12d
Sb       L3N5    4101.02       0.91         4100.826        0.060        L3N4,5 1d
Xe       L3M5    4110.3        1.0          4110.088        0.020               12d
La       L3M1    4117.4        1.4          4124.5          6.1                 1d
Te       L1M3    4119.7        1.9          4120.48         0.18                1d
Sn       L2N4    4131.1        1.0          4131.161        0.061               1d
I        L2M4    4221.2        1.1          4220.76         0.13                1d
Cs       L3M4    4272.9        1.1          4272.31         0.44                1d
Cs       L3M5    4286.6        1.0          4286.49         0.44                1d
Ce       L3M1    4286.8        1.4          4287.52         0.88                1d
Te       L3N5    4301.89       0.91         4301.70         0.18         L3N4,5 1d
I        L1M3    4312.8        1.9          4313.49         0.20                1d
Sb       L2N4    4347.56       0.96         4347.831        0.068               1d
Xe       L2M4    4417.6        1.1          4417.668        0.030               12d
Ba       L3M4    4451.5        1.1          4450.94         0.12                1d
Pr       L3M1    4458.0        1.4          4453.23         0.95                1d
Sc       KM2     4461.16       0.80         4460.44         0.47         KM2,3  1d
Sc       KM3     4462.93       0.80         4460.44         0.47         KM2,3  1d
Ba       L3M5    4466.6        1.0          4466.30         0.12                1d
Sc       KM5                                4486.59         0.72         KM4,5  1d
Ti       KL2     4504.07       0.44         4504.9201       0.0094              1,6,23d
I        L3N5    4508.01       0.89         4507.58         0.19         L3N4,5 1d
Ti       KL3     4510.38       0.42         4510.8991       0.0094              1,6,23d
Xe       L1M3    4511.8        2.2          4512.028        0.030               12d
Te       L2N4    4570.67       0.97         4570.93         0.15                1d
Cs       L2M4    4620.0        1.1          4619.83         0.51                1d
Nd       L3M1    4632.4        1.5          4631.849        0.052               3d
La       L3M4    4633.8        1.1          4634.26         0.10                1,27d
La       L3M5    4650.4        1.0          4651.02         0.13                1d
Cs       L1M3    4715.2        2.0          4716.85         0.53                1d
Xe       L3N5    4718.90       0.84                                             
I        L2N4    4800.58       0.96         4800.98         0.22                1d
Pm       L3M1    4810.0        1.5                                              
Ce       L3M4    4822.0        1.1          4823.17         0.34                1,28d
Ba       L2M4    4827.8        1.2          4827.58         0.14                1d
Ce       L3M5    4841.1        1.1          4840.06         0.31                1,28d
Ba       L1M3    4925.0        2.0          4926.97         0.58                1d
Ti       KM2     4930.86       0.85         4931.827        0.059        KM2,3  1d
Ti       KM3     4934.46       0.87         4931.827        0.059        KM2,3  1d
Cs       L3N5    4935.36       0.92         4936.00         0.58         L3N4,5 1d
V        KL2     4943.59       0.45         4944.671        0.059               1,6d
V        KL3     4951.79       0.42         4952.216        0.059               1,6d
Ti       KM5                                4962.27         0.59         KM4,5  1d
Sm       L3M1    4990.9        1.5          4990.43         0.17                3d
Pr       L3M4    5012.9        1.1          5013.64         0.90                1d
Pr       L3M5    5034.3        1.1          5033.79         0.60                1d
Xe       L2N4    5036.95       0.93                                             
La       L2M4    5041.2        1.2          5042.17         0.15                1d
La       L1M3    5140.5        2.0          5143.40         0.39                1,27d
Ba       L3N5    5156.97       0.55         5156.58         0.19         L3N4,5 1d
Eu       L3M1    5175.1        1.5          5177.15         0.64                1d
Nd       L3M4    5207.6        1.1          5207.7          1.1                 3d
Nd       L3M5    5231.4        1.1          5230.239        0.035               3d
Ce       L2M4    5262.5        1.2          5262.93         0.41                1,28d
Cs       L2N4    5280.4        1.1          5280.34         0.67                1d
Gd       L3M1    5361.1        1.5          5362.09         0.69                1d
Ce       L1M3    5364.7        2.0          5365.29         0.42                1,28d
La       L3N5    5383.43       0.55         5382.87         0.23         L3N4,5 1,27d
Cr       KL2     5404.06       0.45         5405.5384       0.0071              7d
Pm       L3M4    5406.1        1.1          5407.9          1.4                 1d
Cr       KL3     5413.88       0.42         5414.8045       0.0071              7d
V        KM2     5424.42       0.89         5427.320        0.071        KM2,3  1d
V        KM3     5430.00       0.94         5427.320        0.071        KM2,3  1d
Pm       L3M5    5432.5        1.1          5432.6          1.1                 1d
V        KM5                                5462.96         0.21         KM4,5  1d
La       L3N7                               5479.1          1.2          L3N6,7 26d
Pr       L2M4    5488.7        1.2          5488.9          1.1                 1d
Ba       L2N4    5531.1        5.0          5531.22         0.73                1d
Tb       L3M1    5552.7        1.5          5546.81         0.73                1d
Pr       L1M3    5593.5        2.1          5591.8          1.1                 1d
Sm       L3M4    5608.8        1.2          5609.053        0.061               3d
Ce       L3N5    5614.13       0.54         5612.67         0.42         L3N4,5 1,28d
Sm       L3M5    5637.6        1.1          5635.970        0.033               3d
Nd       L2M4    5720.8        1.2          5721.446        0.050               3d
Ce       L3N7                               5721.10         0.53         L3N6,7 28d
Dy       L3M1    5746.0        1.5          5743.05         0.26                1,44d
La       L2N4    5788.8        4.7          5788.30         0.26                1,27d
Eu       L3M4    5815.0        1.2          5816.61         0.45                1,34d
Nd       L1M3    5828.5        2.1          5827.801        0.052               3d
Eu       L3M5    5846.1        1.1          5846.46         0.26                1,34d
Pr       L3N5    5850.08       0.54         5849.9          1.6          L3N4,5 1d
Mn       KL2     5886.20       0.45         5887.6859       0.0084              7d
Mn       KL3     5898.10       0.42         5898.8010       0.0084              7d
Cr       KM2     5940.74       0.92         5946.823        0.011        KM2,3  7d
Ho       L3M1    5942.2        1.6          5939.963        0.071               3d
Cr       KM3     5947.10       1.00         5946.823        0.011        KM2,3  7d
Pm       L2M4    5959.1        1.2          5961.5          1.7                 1d
Cr       KM5     5990.83       0.12         5986.97         0.26         KM4,5  1d
Gd       L3M4    6024.0        1.2          6024.99         0.87                1d
Ce       L2N4    6050.8        4.4          6052.15         0.29                1,28d
Gd       L3M5    6057.8        1.1          6057.37         0.88                1d
Pm       L1M3    6069.6        2.1          6071.3          1.8                 1d
Nd       L3N5    6090.96       0.55         6091.25         0.26         L3N4,5 1,29,30d
Er       L3M1    6141.4        1.6          6138.86         0.14                3d
Nd       L3N7                               6202.34         0.52         L3N6,7 29,30d
Sm       L2M4    6203.9        1.3          6204.073        0.093               3d
Tb       L3M4    6239.8        1.2          6238.10         0.93                1d
Tb       L3M5    6275.0        1.1          6272.82         0.94                1d
Sm       L1M3    6317.0        2.2          6316.36         0.13                3d
Pr       L2N4    6321.9        4.1          6322.1          1.4                 1d
Pm       L3N5    6336.23       0.59         6338.9          2.9          L3N4,5 1d
Tm       L3M1    6343.5        1.6          6341.96         0.83                1,54d
Fe       KL2     6389.51       0.46         6391.0264       0.0099              7d
Fe       KL3     6403.13       0.43         6404.0062       0.0099              7d
Eu       L2M4    6454.8        1.2          6455.72         0.56                1,34d
Dy       L3M4    6458.0        1.2          6457.72         0.15                1d
Mn       KM2     6485.39       0.96         6490.585        0.014        KM2,3  7d
Mn       KM3     6492.7        1.0          6490.585        0.014        KM2,3  7d
Dy       L3M5    6495.3        1.1          6495.27         0.15                1d
Mn       KM5     6538.54       0.51         6535.36         0.51         KM4,5  1d
Yb       L3M1    6548.4        1.7          6545.54         0.26                1d
Eu       L1M3    6570.7        2.2          6571.57         0.58                1,34d
Sm       L3N5    6587.03       0.58         6587.17         0.14         L3N4,5 1,32d
Nd       L2N4    6601.0        3.8          6601.16         0.24                1,29,30d
Ho       L3M4    6680.0        1.2          6678.484        0.054               3d
Gd       L2M4    6711.1        1.2          6713.4          1.1                 1d
Sm       L3N7                               6711.75         0.73         L3N6,7 32d
Ho       L3M5    6719.6        1.1          6719.675        0.062               3d
Lu       L3M1    6754.4        1.6          6752.85         0.54                1d
Gd       L1M3    6829.9        2.3          6831.0          1.1                 1d
Eu       L3N5    6841.01       0.59         6841.83         0.63         L3N4,5 1,34d
Pm       L2N4    6888.1        3.6          6892.1          5.1                 1d
Er       L3M4    6905.8        1.2          6904.50         0.17                3d
Co       KL2     6914.08       0.47         6915.5380       0.0039              7d
Co       KL3     6929.63       0.43         6930.3780       0.0039              7d
Er       L3M5    6947.9        1.1          6947.913        0.077               3d
Hf       L3M1    6963.1        1.7          6959.63         0.29                1d
Eu       L3N7    6969.59       0.67         6971.57         0.79         L3N6,7 34d
Tb       L2M4    6977.1        1.3          6977.8          1.7                 1d
Fe       KM2     7053.23       1.00         7058.175        0.016        KM2,3  7d
Fe       KM3     7059.9        1.1          7058.175        0.016        KM2,3  7d
Tb       L1M3    7097.7        2.4          7096.1          1.2                 1d
Gd       L3N5    7101.77       0.55         7103.0          1.2          L3N4,5 1d
Fe       KM5     7111.50       0.52         7108.26         0.60         KM4,5  1d
Tm       L3M4    7135.4        1.2          7133.715        0.078               3d
Ta       L3M1    7174.4        1.7          7173.20         0.31                1d
Tm       L3M5    7180.1        1.1          7180.113        0.029               3d
Sm       L2N4    7184.9        3.3          7178.09         0.17                1,32d
Gd       L3N7    7237.50       0.63                                             
Dy       L2M4    7248.3        1.3          7247.80         0.44                1d
Tb       L3N5    7363.50       0.60         7366.7          1.3          L3N4,5 1d
Yb       L3M4    7369.1        1.3          7367.40         0.32                1d
Dy       L1M3    7371.4        2.4          7370.2          1.3                 1d
W        L3M1    7388.1        1.7          7387.82         0.65                1d
Yb       L3M5    7416.3        1.2          7415.70         0.26                1d
Ni       KL2     7459.96       0.47         7461.0343       0.0045              7d
Ni       KL3     7477.72       0.44         7478.2521       0.0045              7d
Eu       L2N4    7478.5        3.0          7479.12         0.43                1,34d
Tb       L3N7    7506.02       0.69                                             
Ho       L2M4    7526.4        1.3          7525.67         0.15                3d
Re       L3M1    7604.4        1.7          7603.67         0.35                1d
Lu       L3M4    7605.0        1.2          7604.92         0.35                1d
Dy       L3N5    7629.92       0.55         7635.84         0.49         L3N4,5 1d
Co       KM2     7645.5        1.0          7649.445        0.014        KM2,3  7d
Co       KM3     7651.5        1.1          7649.445        0.014        KM2,3  7d
Ho       L1M3    7651.9        2.5          7651.8          1.4                 1d
Lu       L3M5    7655.8        1.2          7655.55         0.21                1d
Co       KM5     7709.15       0.54         7705.98         0.21         KM4,5  1d
Gd       L2N4    7781.0        2.7          7785.9          1.4                 1d
Dy       L3N7    7782.50       0.65                                             
Er       L2M4    7811.5        1.3          7810.19         0.42                3d
Os       L3M1    7823.3        1.8          7822.33         0.51                1d
Hf       L3M4    7844.7        1.2          7844.70         0.37                1d
Hf       L3M5    7899.1        1.2          7899.08         0.37                1d
Ho       L3N5    7906.26       0.55         7911.35         0.25                47d
Er       L1M3    7939.5        2.6          7939.007        0.086               3d
Cu       KL2     8028.38       0.48         8027.8416       0.0026              7d
Ir       L3M1    8044.7        1.8          8045.89         0.23                1d
Cu       KL3     8048.11       0.45         8047.8227       0.0026              7d
Ho       L3N7    8063.15       0.65                                             
Ta       L3M4    8088.2        1.2          8087.93         0.16                1d
Tb       L2N4    8091.9        2.5          8101.8          1.6                 1d
Tm       L2M4    8103.8        1.3          8102.265        0.037               3d
Ta       L3M5    8146.5        1.2          8146.17         0.16                1d
Er       L3N5    8184.52       0.55         8189.11         0.72         L3N4,5 1d
Tm       L1M3    8234.3        2.6          8230.9          1.6                 1d
Ni       KM2     8262.4        1.1          8264.775        0.017        KM2,3  7d
Ni       KM3     8267.6        1.1          8264.775        0.017        KM2,3  7d
Pt       L3M1    8268.3        1.8          8268.2          1.6                 1d
Ni       KM5     8331.59       0.56         8328.68         0.33         KM4,5  1d
W        L3M4    8335.2        1.2          8335.34         0.17                1d
Er       L3N7    8348.75       0.65                                             
W        L3M5    8397.6        1.2          8398.242        0.054               1,58d
Yb       L2M4    8403.6        1.4          8401.88         0.42                1d
Dy       L2N4    8410.3        2.1          8418.94         0.59                1d
Tm       L3N5    8467.65       0.55         8468.7          1.7          L3N4,5 1d
Au       L3M1    8494.3        1.8          8494.03         0.78                1d
Yb       L1M3    8536.8        2.8          8536.79         0.43                1d
Re       L3M4    8586.2        1.2          8586.27         0.44                1d
Zn       KL2     8616.22       0.50         8615.823        0.073               1,6d
Zn       KL3     8639.10       0.45         8638.906        0.073               1,6d
