Tm       L3N7    8639.35       0.67                                             
Re       L3M5    8652.8        1.2          8652.55         0.36                1d
Lu       L2M4    8709.1        1.3          8709.13         0.27                1d
Hg       L3M1    8722.6        1.9          8721.32         0.91                1d
Ho       L2N4    8741.0        1.8          8747.2          1.8                 1d
Yb       L3N5    8755.69       0.55         8758.91         0.46         L3N4,5 1d
Os       L3M4    8841.0        1.3          8841.10         0.47                1d
Lu       L1M3    8845.6        2.7          8847.03         0.47                1d
Cu       KM2     8904.0        1.1          8905.413        0.038        KM2,3  7d
Cu       KM3     8906.9        1.2          8905.413        0.038        KM2,3  7d
Os       L3M5    8911.9        1.2          8911.83         0.47                1d
Yb       L3N7    8935.09       0.68                                             
Tl       L3M1    8953.1        1.9          8953.28         0.29                1d
Cu       KM5     8977.82       0.58         8977.14         0.29         KM4,5  1d
Hf       L2M4    9022.4        1.3          9022.80         0.49                1d
Lu       L3N5    9049.54       0.56         9049.01         0.29                1d
Er       L2N4    9078.1        1.6          9088.9          2.0                 1d
Ir       L3M4    9099.7        1.3          9099.62         0.49                1d
Hf       L1M3    9162.4        2.8          9163.51         0.50                1d
Ir       L3M5    9175.2        1.3          9175.18         0.30                1d
Pb       L3M1    9186.0        1.9          9184.56         0.70                1d
Ga       KL2     9225.10       0.49         9224.835        0.027               3d
Lu       L3N7    9236.64       0.68                                             
Ga       KL3     9251.89       0.45         9251.674        0.066               3d
Ta       L2M4    9343.4        1.3          9343.19         0.31                1d
Hf       L3N5    9348.54       0.55         9347.35         0.52                1d
Pt       L3M4    9362.0        1.3          9361.96         0.21                1d
Bi   209 L3M1    9420.7        1.9          9420.43         0.74                1d
Tm       L2N4    9423.9        1.3          9426.2          2.1                 1d
Pt       L3M5    9442.3        1.3          9442.39         0.32                1d
Ta       L1M3    9487.1        2.8          9487.62         0.32                1d
Hf       L3N7    9543.46       0.69         9525.01         0.97         L3N6,7 1d
Zn       KM2     9570.8        1.2          9572.03         0.22         KM2,3  1d
Zn       KM3     9573.6        1.2          9572.03         0.22         KM2,3  1d
Au       L3M4    9628.1        1.3          9628.05         0.33                1d
Zn       KM5     9651.31       0.59         9649.9          1.1          KM4,5  1d
Po   209 L3M1    9657.6        2.0          9664.2          5.6                 1d
Ta       L3N5    9668.78       0.56         9651.89         0.22                1d
W        L2M4    9672.1        1.3          9672.575        0.100               1,58d
Au       L3M5    9713.3        1.2          9713.44         0.34                1d
Yb       L2N4    9778.2        1.0          9780.18         0.57                1d
W        L1M3    9819.5        2.9          9818.91         0.46                1,58d
Ge       KL2     9855.67       0.51         9855.42         0.10                1d
Ta       L3N7    9871.52       0.70         9857.23         0.46         L3N6,7 1d
Ge       KL3     9886.67       0.46         9886.52         0.11                1d
At   210 L3M1    9896.4        2.0                                              
Hg       L3M4    9898.1        1.3          9897.68         0.82                1d
W        L3N5    9962.99       0.56         9964.133        0.078               1,58d
Hg       L3M5    9988.6        1.2          9988.91         0.60                1d
Re       L2M4    10009.0       1.4          10010.04        0.24                1d
Rn   222 L3M1    10137.2       2.0                                              
Lu       L2N4    10141.2       1.5          10143.53        0.49                1d
Re       L1M3    10160.4       2.9          10159.90        0.62                1d
Tl       L3M4    10171.8       1.3          10172.91        0.37                1d
W        L3N7    10173.18      0.68         10173.49        0.62         L3N6,7 1d
Ga       KM2     10261.8       1.1          10260.28        0.64                1,3d
Ga       KM3     10265.8       1.2          10264.19        0.29                1,3d
Tl       L3M5    10267.9       1.2          10268.62        0.50                1d
Re       L3N5    10276.46      0.57         10275.35        0.50                1d
Ga       KM5     10350.49      0.61         10348.2         2.6          KM4,5  1d
Os       L2M4    10354.3       1.4          10355.42        0.64                1d
Fr   223 L3M1    10379.8       2.0                                              
Pb       L3M4    10449.5       1.3          10449.59        0.65                1d
Re       L3N7    10494.9       1.3          10493.6         1.3          L3N6,7 1d
As       KL2     10507.84      0.51         10507.50        0.15                3d
Os       L1M3    10509.7       3.0          10510.99        0.92                1d
Hf       L2N4    10512.9       1.6          10515.89        0.66                1d
As       KL3     10543.48      0.47         10543.2674      0.0081              3d
Pb       L3M5    10551.2       1.2          10551.60        0.27                1d
Os       L3N5    10596.08      0.56         10598.7         1.1                 1d
Ra   226 L3M1    10624.1       2.1          10622.29        0.67                1d
Ir       L2M4    10708.0       1.4          10708.35        0.41                1d
Bi   209 L3M4    10730.8       1.3          10731.06        0.14                1d
Os       L3N7    10822.4       1.3          10824.65        0.98         L3N6,7 1d
Bi   209 L3M5    10838.7       1.2          10838.94        0.28                1d
Ir       L1M3    10867.5       3.0          10867.54        0.42                1d
Ac   227 L3M1    10870.1       2.1                                              
Ir       L3N5    10915.91      0.69         10920.47        0.43                1d
Ta       L2N4    10963.4       1.7          10895.33        0.43                1d
Ge       KM2     10979.4       1.3          10978.1         1.3                 1d
Ge       KM3     10984.0       1.3          10982.19        0.29                1d
Po   209 L3M4    11016.1       1.3          11015.95        0.72                1d
Pt       L2M4    11070.5       1.4          11070.84        0.29                1d
Ge       KM5     11075.33      0.63         11074.8         1.5          KM4,5  1d
Th   232 L3M1    11117.7       2.1          11118.06        0.18                75d
Po   209 L3M5    11130.3       1.2          11130.87        0.59                1d
Ir       L3N7    11150.1       1.4          11155.01        0.59         L3N6,7 1d
Se       KL2     11181.82      0.52         11181.53        0.31                3d
Se       KL3     11222.55      0.48         11222.52        0.12                3d
Pt       L1M3    11234.4       3.0          11230.89        0.75                1d
Pt       L3N5    11250.77      0.64         11250.66        0.45                1d
W        L2N4    11285.4       2.1          11286.00        0.46                1d
At   210 L3M4    11305.2       1.3          11304.93        0.76                1d
Pa   231 L3M1    11367.6       2.1          11366.2         1.5                 1d
At   210 L3M5    11426.0       1.3          11426.94        0.78                1d
Au       L2M4    11442.0       1.4          11442.45        0.47                1d
Pt       L3N7    11492.9       1.3          11490.91        0.79         L3N6,7 1d
Au       L3N5    11582.12      0.57         11584.75        0.48                1d
Rn   222 L3M4    11598.1       1.3          11598.08        0.80                1d
Au       L1M3    11610.5       3.2          11610.5         1.4                 1d
U    233 L3M1    11618.4       2.1                                              
U    238 L3M1    11618.5       2.1          11618.41        0.32                1d
Re       L2N4    11683.8       2.1          11685.53        0.82                1d
As       KM2     11721.6       1.2          11719.86        0.84                1,3d
Rn   222 L3M5    11725.9       1.2          11727.09        0.82                1d
As       KM3     11727.1       1.2          11725.73        0.37                1,3d
Hg       L2M4    11822.7       1.4          11822.70        0.83                1d
As       KM5     11825.89      0.65         11821.4         1.7          KM4,5  1d
Au       L3N7    11832.3       1.4          11835.80        0.84         L3N6,7 1d
Np   237 L3M1    11870.8       2.1          11885.6         9.1                 1,64d
Br       KL2     11877.69      0.53         11877.75        0.34                1d
Fr   223 L3M4    11895.0       1.3          11895.07        0.84                1d
Br       KL3     11924.02      0.48         11924.36        0.34                1d
Hg       L3N5    11926.33      0.58         11924.2         1.2                 1d
Hg       L1M3    11995.6       3.1          11995.4         1.2                 1d
Fr   223 L3M5    12029.9       1.3          12031.40        0.86                1d
Os       L2N4    12093.3       2.2          12095.48        0.87                1d
Pu   239 L3M1    12124.6       2.1          12124.2         1.8                 1d
Pu   244 L3M1    12124.7       2.1                                              
Hg       L3N7    12184.7       1.4          12194.1         1.2                 1d
Ra   226 L3M4    12195.7       1.3          12196.26        0.89                1d
Tl       L2M4    12212.9       1.4          12213.44        0.71                1d
Tl       L3N5    12272.1       2.5          12271.71        0.54                1d
Ra   226 L3M5    12338.1       1.3          12339.86        0.91                1d
Am   241 L3M1    12379.0       2.1          12378.2         1.4                 1,66d
Am   243 L3M1    12379.0       2.1                                              
Tl       L1M3    12390.6       3.2          12390.55        0.55                1d
Se       KM2     12490.3       1.2          12489.73        1.00                1,3d
Se       KM3     12496.5       1.2          12496.03        0.67                1,3d
Ac   227 L3M4    12500.2       1.3          12500.99        0.93                1d
Ir       L2N4    12507.6       2.5          12512.72        0.56                1d
Tl       L3N7    12538.3       1.4          12538.7         1.9          L3N6,7 1d
Kr       KL2     12595.58      0.54         12595.424       0.056               3d
Se       KM5     12602.42      0.67         12596.0         1.9          KM4,5  1d
Pb       L2M4    12613.0       1.5          12613.80        0.57                1d
Pb       L3N5    12623.0       2.4          12622.8         1.3                 1d
Cm   245 L3M1    12633.8       2.1                                              
Cm   248 L3M1    12633.9       2.1                                              
Kr       KL3     12648.00      0.49         12648.002       0.052               3d
Ac   227 L3M5    12650.5       1.3          12652.16        0.96                1d
Pb       L1M3    12795.3       3.2          12793.4         1.4                 1d
Th   232 L3M4    12808.5       1.3          12809.498       0.030               75d
Bk   249 L3M1    12889.9       2.1          12896           43                  70d
Bk   250 L3M1    12889.9       2.1                                              
Pb       L3N7    12897.5       1.5          12897.0         1.4          L3N6,7 1d
Pt       L2N4    12942.0       2.5          12942.19        0.60                1d
Th   232 L3M5    12967.0       1.3          12967.937       0.020               75d
Bi   209 L3N5    12979.2       2.5          12980.00        0.80                1d
Bi   209 L2M4    13022.9       1.5          13023.65        0.18                1d
Pa   231 L3M4    13121.5       1.3          13122.3         1.0                 1d
Cf   251 L3M1    13154.1       2.1          13141           14                  72d
Cf   250 L3M1    13154.2       2.1          13145           14                  71d
Cf   249 L3M1    13154.4       2.1                                              
Bi   209 L1M3    13210.4       3.2          13209.99        0.62                1d
Bi   209 L3N7    13261.5       1.5          13259.4         1.0          L3N6,7 1d
Br       KM2     13284.8       1.2          13284.7         1.1                 1d
Pa   231 L3M5    13288.7       1.3          13290.8         1.1                 1d
Br       KM3     13292.1       1.2          13291.56        0.42                1d
Rb       KL2     13335.75      0.56         13335.88        0.21                1d
Po   209 L3N5    13341.3       2.5          13340.5         1.1                 1d
Au       L2N4    13377.9       2.6          13381.79        0.64                1d
Rb       KL3     13395.05      0.51         13395.49        0.19                1d
Br       KM5     13405.04      0.70         13396.3         2.1          KM4,5  1d
Es   251 L3M1    13411.7       2.1                                              
U    233 L3M4    13438.2       1.4                                              
U    238 L3M4    13438.2       1.4          13438.97        0.19                1d
Po   209 L2M4    13443.2       1.5          13447.1         4.3                 1d
U    233 L3M5    13614.5       1.3                                              
U    238 L3M5    13614.6       1.3          13614.87        0.20                1d
Po   209 L3N7    13631.7       1.5                                              
Po   209 L1M3    13635.8       3.3          13637.9         6.7                 1d
Fm   254 L3M1    13668.8       2.1          13668           11                  74d
At   210 L3N5    13708.4       2.6                                              
Np   237 L3M4    13757.2       1.4          13759.84        0.20                1d
Hg       L2N4    13831.7       2.7          13830.2         1.1                 1d
At   210 L2M4    13874.1       1.5          13876.2         2.1                 1d
Np   237 L3M5    13943.0       1.3          13944.26        0.21                1d
At   210 L3N7    14007.0       1.6                                              
At   210 L1M3    14072.0       3.3          14067.3         2.1                 1d
Rn   222 L3N5    14080.3       2.4                                              
Pu   239 L3M4    14083.4       1.4          14084.42        0.47                1d
Pu   244 L3M4    14083.4       1.4                                              
Sr       KL2     14098.01      0.57         14098.03        0.24                1d
Kr       KM2     14105.7       1.3          14104.96        0.11                3d
Kr       KM3     14113.3       1.2          14112.815       0.080               3d
Sr       KL3     14164.80      0.51         14165.20        0.24                1d
Kr       KM5     14233.88      0.72         14237.7         4.8          KM4,5  1d
Pu   239 L3M5    14279.1       1.3          14278.74        0.49                1d
Pu   244 L3M5    14279.1       1.3                                              
Tl       L2N4    14292.7       2.8          14291.58        0.73                1d
Rn   222 L2M4    14316.0       1.5          14315.8         2.2                 1d
Rn   222 L3N7    14387.6       1.6                                              
Am   241 L3M4    14411.9       1.4          14412.09        0.22                1d
Am   243 L3M4    14411.9       1.4                                              
Fr   223 L3N5    14458.6       2.6          14450           50                  1d
Rn   222 L1M3    14518.9       3.3          14511.7         2.3                 1d
Am   241 L3M5    14617.5       1.4          14617.33        0.23                1d
Am   243 L3M5    14617.5       1.4                                              
Cm   245 L3M4    14743.9       1.4                                              
Cm   248 L3M4    14743.9       1.4                                              
Pb       L2N4    14764.4       2.7          14764.55        0.78                1d
Fr   223 L2M4    14769.1       1.5          14770.4         2.3                 1d
Fr   223 L3N7    14773.6       1.6                                              
Ra   226 L3N5    14842.6       2.8          14841.6         1.3                 1d
Y        KL2     14883.00      0.58         14882.94        0.26                1d
Rb       KM2     14952.7       1.3          14951.86        0.80                1d
Y        KL3     14958.14      0.53         14958.54        0.27                1d
Cm   245 L3M5    14959.9       1.4                                              
Cm   248 L3M5    14959.9       1.4                                              
Rb       KM3     14961.6       1.2          14961.42        0.53                1d
Fr   223 L1M3    14977.9       3.4          14975.7         2.4                 1d
Bk   249 L3M4    15080.3       1.4                                              
Bk   250 L3M4    15080.3       1.4                                              
Rb       KM5     15089.65      0.75         15084.8         2.7          KM4,5  1d
Ra   226 L3N7    15165.2       1.6          15145.7         2.7          L3N6,7 1d
Ac   227 L3N5    15230.4       2.6                                              
Ra   226 L2M4    15234.0       1.5          15235.9         1.4                 1d
Bi   209 L2N4    15247.7       2.8          15247.92        0.56                1d
Bk   249 L3M5    15306.9       1.3                                              
Bk   250 L3M5    15306.9       1.3                                              
Cf   251 L3M4    15428.3       1.4          15434           69                  72d
Cf   250 L3M4    15428.4       1.4                                              
Cf   249 L3M4    15428.6       1.4                                              
Ra   226 L1M3    15448.4       3.4          15445.1         1.4                 1d
Ac   227 L3N7    15562.1       1.6                                              
Th   232 L3N5    15624.2       2.6          15623.960       0.030               75d
Cf   251 L3M5    15665.8       1.3          15654           69                  72d
Cf   250 L3M5    15666.0       1.3                                              
Cf   249 L3M5    15666.2       1.3                                              
Zr       KL2     15690.61      0.60         15690.645       0.050               3d
Ac   227 L2M4    15710.8       1.6          15713.3         2.7                 1d
Po   209 L2N4    15743.2       2.8          15744.2         2.7                 1d
Es   251 L3M4    15773.2       1.4                                              
Zr       KL3     15774.87      0.54         15774.914       0.054               3d
Sr       KM2     15826.2       1.3          15825.17        0.90                1d
Sr       KM3     15836.3       1.2          15835.89        0.60                1d
Ac   227 L1M3    15931.1       3.4          15931.5         2.7                 1d
Sr       KM5     15971.90      0.76         15968.9         3.0          KM4,5  1d
Th   232 L3N7    15974.8       1.7          15965.88        0.58         L3N6,7 75d
Es   251 L3M5    16022.0       1.3                                              
Pa   231 L3N5    16035.1       2.6          16024.6         3.1                 1d
Fm   254 L3M4    16121.2       1.4          16122           13                  74d
Th   232 L2M4    16199.8       1.6          16201.556       0.030               75d
At   210 L2N4    16250.2       2.8          16251.7         2.8                 1d
Fm   254 L3M5    16381.8       1.3          16384           13                  74d
Pa   231 L3N7    16383.6       1.7                                              
Th   232 L1M3    16425.3       3.5          16423.855       0.070               75d
U    233 L3N5    16429.7       2.6                                              
U    238 L3N5    16430.0       2.6          16428.44        0.29                1d
Nb       KL2     16521.35      0.62         16521.28        0.33                1d
Nb       KL3     16615.65      0.56         16615.16        0.33                1d
Pa   231 L2M4    16702.7       1.6          16702.0         1.7                 1d
Y        KM2     16726.8       1.3          16725.9         1.0                 1d
Y        KM3     16738.4       1.2          16738.08        0.67                1d
Rn   222 L2N4    16769.4       2.7          16770.7         3.0                 1d
U    233 L3N7    16786.8       1.7                                              
U    238 L3N7    16787.1       1.7          16786.06        0.30         L3N6,7 1d
Np   237 L3N5    16840.3       2.6          16840.16        0.30                1d
Y        KM5     16881.39      0.79         16879.8         3.4          KM4,5  1d
Pa   231 L1M3    16934.3       3.5          16930.5         1.7                 1d
Np   237 L3N7    17206.1       1.7                                              
U    233 L2M4    17218.7       1.6                                              
U    238 L2M4    17218.7       1.6          17220.15        0.28                1d
Pu   239 L3N5    17256.6       2.5          17255.48        0.71                1d
Pu   244 L3N5    17256.6       2.5                                              
Fr   223 L2N4    17301.7       2.8          17303.4         3.2                 1d
Mo       KL2     17374.18      0.62         17374.29        0.29                5d
U    238 L1M3    17456.5       3.6          17455.17        0.73                1d
U    233 L1M3    17456.8       3.6                                              
Mo       KL3     17479.10      0.55         17479.372       0.010               5d
Pu   239 L3N7    17631.1       1.8          17633.7         3.7          L3N6,7 1d
Pu   244 L3N7    17631.1       1.8                                              
Zr       KM2     17654.1       1.3          17652.628       0.075               3d
Zr       KM3     17667.4       1.2          17666.578       0.076               3d
Am   241 L3N5    17678.2       2.6          17676.66        0.34                1d
Am   243 L3N5    17678.2       2.6                                              
Np   237 L2M4    17746.9       1.6          17750.36        0.34                1d
Zr       KM5     17817.98      0.81         17816.1         3.8          KM4,5  1d
Ra   226 L2N4    17847.6       3.0          17848.7         1.9                 1d
Np   237 L1M3    17990.8       3.6          17989.3         3.5                 1d
Am   241 L3N7    18061.3       1.8                                              
Am   243 L3N7    18061.3       1.8                                              
Cm   245 L3N5    18104.8       2.6                                              
Cm   248 L3N5    18104.8       2.6                                              
Tc       KL2     18251.28      0.65         18250.9         1.2                 1d
Pu   239 L2M4    18292.8       1.6          18294.03        0.80                1d
Pu   244 L2M4    18292.8       1.6                                              
Tc       KL3     18367.56      0.58         18367.2         1.2                 1d
Ac   227 L2N4    18405.5       2.8          18408.4         3.6                 1d
Cm   245 L3N7    18496.6       1.8                                              
Cm   248 L3N7    18496.6       1.8                                              
Pu   244 L1M3    18542.5       3.7                                              
Pu   239 L1M3    18542.7       3.7          18540.52        0.81                1,65d
Bk   249 L3N5    18542.8       2.6                                              
Bk   250 L3N5    18542.8       2.6                                              
Nb       KM2     18608.8       1.4          18606.5         1.2                 1d
Nb       KM3     18624.0       1.2          18622.68        0.83                1d
Nb       KM5     18782.22      0.85                                             
Am   241 L2M4    18851.6       1.7          18852.18        0.38                1d
Am   243 L2M4    18851.6       1.7                                              
Bk   249 L3N7    18943.3       1.8                                              
Bk   250 L3N7    18943.3       1.8                                              
Th   232 L2N4    18977.6       2.8          18978.259       0.020               75d
Cf   251 L3N5    18990.4       2.6                                              
Cf   250 L3N5    18990.6       2.6                                              
Cf   249 L3N5    18990.7       2.6                                              
Am   243 L1M3    19107.3       3.7                                              
Am   241 L1M3    19107.4       3.7          19106.24        0.87                1d
Ru       KL2     19150.67      0.66         19150.49        0.18                1,5d
Ru       KL3     19279.51      0.60         19279.16        0.18                1,5d
Cf   251 L3N7    19399.7       1.9                                              
Cf   250 L3N7    19399.9       1.9                                              
Cf   249 L3N7    19400.1       1.9                                              
Cm   245 L2M4    19425.2       1.7                                              
Cm   248 L2M4    19425.2       1.7                                              
Es   251 L3N5    19426.3       2.5                                              
Pa   231 L2N4    19575.9       2.8          19568.5         4.1                 1d
Mo       KM2     19589.9       1.4          19590.25        0.41                1,5d
Mo       KM3     19607.1       1.2          19608.34        0.42                1,5d
Cm   248 L1M3    19686.7       3.8                                              
Cm   245 L1M3    19686.9       3.8                                              
Mo       KM5     19772.81      0.85         19776.4         2.3                 1d
Es   251 L3N7    19844.6       1.9                                              
Fm   254 L3N5    19874.8       2.6          19879           13                  74d
Bk   249 L2M4    20015.2       1.7                                              
Bk   250 L2M4    20015.2       1.7                                              
Rh       KL2     20073.48      0.67         20073.67        0.20                1,5d
U    233 L2N4    20167.3       2.8                                              
U    238 L2N4    20167.5       2.8          20167.27        0.44                1d
Rh       KL3     20215.75      0.60         20216.12        0.20                1,5d
Bk   250 L1M3    20282.5       3.8                                              
Bk   249 L1M3    20282.6       3.8          20298           53                  70d
Fm   254 L3N7    20302.1       2.0          20229           17           L3N6,7 74d
Tc       KM2     20599.4       1.4          20599.2         2.0                 1d
Tc       KM3     20618.7       1.2          20619.0         2.0                 1d
Cf   251 L2M4    20629.3       1.7          20656           70                  72d
Cf   250 L2M4    20629.5       1.7                                              
Cf   249 L2M4    20629.7       1.7                                              
Np   237 L2N4    20784.5       2.8          20785.04        0.46                1d
Tc       KM5     20792.02      0.89                                             
Cf   251 L1M3    20902.3       3.9          20902           58                  72d
Cf   250 L1M3    20902.7       3.9          20892.0         9.4                 71d
Cf   249 L1M3    20902.9       3.9                                              
Pd       KL2     21020.61      0.70         21020.15        0.22                1,5d
Pd       KL3     21177.25      0.64         21177.08        0.17                1,5d
Es   251 L2M4    21253.7       1.8                                              
Pu   239 L2N4    21417.7       2.8          21417.55        0.49                1d
Pu   244 L2N4    21417.7       2.8                                              
Es   251 L1M3    21532.3       3.9                                              
Ru       KM2     21635.7       1.4          21634.65        0.16                1,5d
Ru       KM3     21657.5       1.2          21656.75        0.16                1,5d
Ru       KM5     21838.57      0.92         21833.6         5.1                 1d
Fm   254 L2M4    21894.8       1.8          21898           13                  74d
Ag       KL2     21990.67      0.72         21990.30        0.10                5d
Am   241 L2N4    22067.0       2.9          22065.39        0.52                1d
Am   243 L2N4    22067.0       2.9                                              
Ag       KL3     22162.99      0.66         22162.917       0.030               5d
Fm   254 L1M3    22178.7       4.0          22165           11                  74d
Rh       KM2     22699.8       1.4          22698.83        0.17                1,5d
Rh       KM3     22724.1       1.2          22723.59        0.17                1,5d
Cm   245 L2N4    22732.4       3.0                                              
Cm   248 L2N4    22732.4       3.0                                              
Rh       KM5     22913.04      0.94         22916.8         5.6                 1d
Cd       KL2     22984.48      0.75         22984.05        0.20                1,5d
Cd       KL3     23173.73      0.67         23173.98        0.20                1,5d
Bk   249 L2N4    23421.3       3.0                                              
Bk   250 L2N4    23421.3       3.0                                              
Pd       KM2     23792.0       1.3          23791.12        0.19                1,5d
Pd       KM3     23819.5       1.2          23818.69        0.19                1,5d
In       KL2     24002.31      0.77         24002.03        0.28                1,5d
Pd       KM5     24016.22      0.99         23995.0         6.2          KM4,5  1d
Cf   251 L2N4    24132.0       3.2                                              
Cf   250 L2N4    24132.3       3.2                                              
Cf   249 L2N4    24132.4       3.2                                              
In       KL3     24209.78      0.69         24209.75        0.22                1,5d
Es   251 L2N4    24844.3       3.2                                              
Ag       KM2     24912.8       1.5          24911.54        0.30                1,5d
Ag       KM3     24943.1       1.3          24942.42        0.30                1,5d
Sn       KL2     25044.30      0.79         25044.04        0.23                1,5d
Ag       KM5     25147.6       1.0          25145.5         1.5          KM4,5  1d
Sn       KL3     25271.34      0.72         25271.36        0.23                1,5d
Fm   254 L2N4    25582.6       3.2          25585           13                  74d
Cd       KM2     26061.4       1.5          26061.32        0.39                1,5d
Cd       KM3     26095.1       1.3          26095.44        0.39                1,5d
Sb       KL2     26110.73      0.82         26110.78        0.25                1,5d
Cd       KM5     26307.8       1.1                                              
Sb       KL3     26358.69      0.74         26358.86        0.25                1,5d
Te       KL2     27201.73      0.85         27201.99        0.26                1d
In       KM2     27238.6       1.5          27237.50        0.25                1,5d
In       KM3     27276.1       1.3          27275.55        0.25                1,5d
Te       KL3     27472.09      0.77         27472.57        0.27                1d
In       KM5     27497.1       1.1          27499.1         1.8                 1d
I        KL2     28317.62      0.87         28317.52        0.67                1d
Sn       KM2     28444.7       1.6          28444.43        0.33                1,5d
Sn       KM3     28486.4       1.3          28486.26        0.33                1,5d
I        KL3     28611.94      0.79         28612.32        0.49                1d
Sn       KM5     28715.6       1.1          28716.2         3.0                 1d
Xe       KL2     29458.4       3.0          29458.250       0.050               5d
Sb       KM2     29680.0       1.6          29679.20        0.29                1,5d
Sb       KM3     29726.0       1.4          29725.53        0.22                1,5d
Xe       KL3     29778.3       2.9          29778.78        0.10                5d
Sb       KM5     29963.8       1.2          29963.3         1.1                 1d
Cs       KL2     30624.87      0.95         30625.40        0.45                1d
Te       KM2     30944.7       1.6          30944.60        0.46                1d
Cs       KL3     30972.05      0.86         30973.13        0.46                1d
Te       KM3     30995.5       1.4          30995.97        0.34                1d
Te       KM5     31241.8       1.2                                              
Ba       KL2     31816.56      0.97         31816.615       0.060               5d
Ba       KL3     32192.87      0.88         32193.262       0.070               5d
I        KM2     32239.2       1.6          32239.71        0.50                1d
I        KM3     32295.1       1.4          32295.05        0.50                1d
I        KM5     32550.1       1.2                                              
La       KL2     33034.2       1.0          33034.38        0.26                1d
La       KL3     33441.62      0.91         33442.12        0.27                1d
Xe       KM2     33563.0       3.6          33563.20        0.12                5d
Xe       KM3     33624.6       3.5          33624.23        0.12                5d
Xe       KM5     33888.6       3.3                                              
Ce       KL2     34279.6       1.0          34279.28        0.28                1d
Ce       KL3     34720.09      0.94         34720.00        0.29                1d
Cs       KM2     34918.5       1.7          34919.68        0.58                1d
Cs       KM3     34985.8       1.5          34987.3         1.0                 1d
Cs       KM5     35258.6       1.3                                              
Pr       KL2     35550.5       1.1          35550.59        0.30                1d
Pr       KL3     36026.27      0.98         36026.71        0.31                1d
Ba       KM2     36303.9       1.7          36303.35        0.12                5d
Ba       KM3     36377.5       1.6          36377.445       0.080               5d
Ba       KM5     36659.5       1.4          36666.0         3.2                 1d
Nd       KL2     36848.2       1.1          36847.502       0.080               5d
Nd       KL3     37361.4       1.0          37360.739       0.070               5d
La       KM2     37720.5       1.8          37720.60        0.68                1d
La       KM3     37800.9       1.6          37801.45        0.51                1d
La       KM5     38092.1       1.4          38094.5         3.5                 1d
Pm       KL2     38172.7       1.2          38171.55        0.70                1d
Pm       KL3     38725.6       1.1          38725.11        0.72                1d
Ce       KM2     39172.7       1.8          39170.46        0.73                1d
Ce       KM3     39260.9       1.7          39257.77        0.37                1d
Sm       KL2     39524.3       1.2          39523.39        0.10                5d
Ce       KM5     39561.2       1.4          39557.9         3.7                 1d
Sm       KL3     40119.4       1.1          40118.481       0.060               5d
Pr       KM2     40654.5       1.9          40653.27        0.99                1d
Pr       KM3     40750.9       1.8          40748.67        0.79                1d
Eu       KL2     40903.5       1.2          40902.33        0.40                1d
Pr       KM5     41060.5       1.5                                              
Eu       KL3     41543.3       1.1          41542.63        0.41                1d
Nd       KM2     42168.5       1.9          42166.24        0.57                5d
Nd       KM3     42273.6       1.8          42270.90        0.57                5d
Gd       KL2     42309.7       1.3          42309.30        0.43                1d
Nd       KM5     42592.8       1.5                                              
Gd       KL3     42996.8       1.2          42996.72        0.44                1d
Pm       KM2     43714.8       2.0          43712.7         9.1                 1d
Tb       KL2     43745.6       1.3          43744.62        0.46                1d
Pm       KM3     43829.2       1.9          43825.5         6.9                 1d
Pm       KM5     44158.1       1.6                                              
Tb       KL3     44482.9       1.2          44482.75        0.47                1d
Dy       KL2     45209.1       1.4          45208.27        0.49                1d
Sm       KM2     45293.9       2.0          45288.6         4.9                 5d
Sm       KM3     45418.1       1.9          45413.0         4.9                 5d
Sm       KM5     45756.9       1.6          45731.4         7.5          KM4,5  1d
Dy       KL3     45999.4       1.3          45998.94        0.51                1d
Ho       KL2     46701.0       1.4          46699.98        0.15                8d
Eu       KM2     46906.5       2.1          46904.0         1.3                 1d
Eu       KM3     47040.8       2.0          47038.4         1.3                 1d
Eu       KM5     47389.4       1.7                                              
Ho       KL3     47547.5       1.3          47547.10        0.77                8d
Er       KL2     48223.0       1.5          48221.61        0.20                5d
Gd       KM2     48550.5       2.1          48555.8         5.6                 1d
Gd       KM3     48695.7       2.1          48696.9         5.7                 1d
Gd       KM5     49054.6       1.7          49053.3         8.6          KM4,5  1d
Er       KL3     49128.7       1.4          49127.24        0.12                5d
Tm       KL2     49773.8       1.5          49772.67        0.12                9d
Tb       KM2     50233.0       2.2          50229.8         6.0                 1d
Tb       KM3     50389.1       2.2          50382.9         6.1                 1d
Tm       KL3     50742.2       1.4          50741.475       0.092               9d
Tb       KM5     50757.8       1.8                                              
Yb       KL2     51354.7       1.6          51354.60        0.63                1d
Dy       KM2     51947.7       2.3          51958.1         6.4                 1d
Dy       KM3     52115.7       2.3          52119.7         6.5                 1d
Yb       KL3     52389.1       1.5          52389.48        0.66                1d
Dy       KM5     52494.8       1.9          52494.8         9.9          KM4,5  1d
Lu       KL2     52965.3       1.7          52965.57        0.67                1d
Ho       KM2     53696.9       2.3          53711.3         6.9                 8d
Ho       KM3     53877.5       2.4          53877.1         7.0                 8d
Lu       KL3     54069.5       1.5          54070.39        0.70                1d
Ho       KM5     54267.1       1.9          54247           11           KM4,5  1d
Hf       KL2     54606.4       1.7          54612.0         1.1                 1d
Er       KM2     55482.3       2.4          55479.72        0.35                5d
Er       KM3     55676.3       2.4          55673.52        0.18                5d
